id,user_id,work_date,check_in_time,check_out_time,work_hours,status,created_at
68,8,2026-01-02,,,0,absent,2026-01-02 20:00:00
69,9,2026-01-02,2026-01-02 09:24:00,2026-01-02 17:32:00,8.13,normal,2026-01-02 20:00:00
70,10,2026-01-02,2026-01-02 09:40:00,2026-01-02 16:02:00,6.36,late,2026-01-02 20:00:00
71,11,2026-01-02,2026-01-02 09:15:00,2026-01-02 18:28:00,9.21,overtime,2026-01-02 20:00:00
72,12,2026-01-02,2026-01-02 09:10:00,2026-01-02 18:05:00,8.92,normal,2026-01-02 20:00:00
73,13,2026-01-02,2026-01-02 09:26:00,2026-01-02 16:30:00,7.06,normal,2026-01-02 20:00:00
74,14,2026-01-02,,,0,absent,2026-01-02 20:00:00
75,15,2026-01-02,,,0,absent,2026-01-02 20:00:00
76,16,2026-01-02,2026-01-02 09:27:00,2026-01-02 17:36:00,8.15,normal,2026-01-02 20:00:00
77,17,2026-01-02,2026-01-02 09:14:00,2026-01-02 17:52:00,8.63,normal,2026-01-02 20:00:00
78,18,2026-01-02,2026-01-02 09:43:00,2026-01-02 18:31:00,8.8,normal,2026-01-02 20:00:00
79,19,2026-01-02,2026-01-02 09:01:00,2026-01-02 17:01:00,8,normal,2026-01-02 20:00:00
80,20,2026-01-02,2026-01-02 09:24:00,2026-01-02 16:32:00,7.14,normal,2026-01-02 20:00:00
81,21,2026-01-02,2026-01-02 09:39:00,2026-01-02 16:57:00,7.3,normal,2026-01-02 20:00:00
82,22,2026-01-02,2026-01-02 09:36:00,2026-01-02 15:36:00,6,late,2026-01-02 20:00:00
83,23,2026-01-02,2026-01-02 09:11:00,2026-01-02 17:44:00,8.54,normal,2026-01-02 20:00:00
84,24,2026-01-02,2026-01-02 09:16:00,2026-01-02 18:11:00,8.91,normal,2026-01-02 20:00:00
85,25,2026-01-02,2026-01-02 09:12:00,2026-01-02 16:42:00,7.49,normal,2026-01-02 20:00:00
86,26,2026-01-02,2026-01-02 09:19:00,2026-01-02 17:51:00,8.53,normal,2026-01-02 20:00:00
87,27,2026-01-02,2026-01-02 09:27:00,2026-01-02 18:25:00,8.97,normal,2026-01-02 20:00:00
88,28,2026-01-02,2026-01-02 09:01:00,2026-01-02 17:31:00,8.5,normal,2026-01-02 20:00:00
89,29,2026-01-02,2026-01-02 09:26:00,2026-01-02 17:51:00,8.42,normal,2026-01-02 20:00:00
90,30,2026-01-02,2026-01-02 09:27:00,2026-01-02 18:11:00,8.73,normal,2026-01-02 20:00:00
91,31,2026-01-02,2026-01-02 09:11:00,2026-01-02 18:02:00,8.85,normal,2026-01-02 20:00:00
92,32,2026-01-02,2026-01-02 09:03:00,2026-01-02 18:24:00,9.35,overtime,2026-01-02 20:00:00
93,33,2026-01-02,2026-01-02 09:06:00,2026-01-02 18:02:00,8.94,normal,2026-01-02 20:00:00
94,34,2026-01-02,2026-01-02 09:29:00,2026-01-02 20:45:00,11.27,overtime,2026-01-02 20:00:00
95,35,2026-01-02,2026-01-02 09:36:00,2026-01-02 16:49:00,7.22,normal,2026-01-02 20:00:00
96,36,2026-01-02,2026-01-02 09:23:00,2026-01-02 17:15:00,7.86,normal,2026-01-02 20:00:00
97,37,2026-01-02,2026-01-02 09:00:00,2026-01-02 16:32:00,7.53,normal,2026-01-02 20:00:00
98,38,2026-01-02,2026-01-02 09:31:00,2026-01-02 17:40:00,8.15,normal,2026-01-02 20:00:00
99,39,2026-01-02,2026-01-02 09:34:00,2026-01-02 17:10:00,7.6,normal,2026-01-02 20:00:00
100,40,2026-01-02,2026-01-02 09:43:00,2026-01-02 16:54:00,7.19,late,2026-01-02 20:00:00
101,41,2026-01-02,2026-01-02 09:34:00,2026-01-02 16:46:00,7.2,late,2026-01-02 20:00:00
102,42,2026-01-02,2026-01-02 09:39:00,2026-01-02 17:29:00,7.83,normal,2026-01-02 20:00:00
103,43,2026-01-02,2026-01-02 09:02:00,2026-01-02 16:27:00,7.41,normal,2026-01-02 20:00:00
104,44,2026-01-02,2026-01-02 09:15:00,2026-01-02 17:07:00,7.86,normal,2026-01-02 20:00:00
105,45,2026-01-02,2026-01-02 09:30:00,2026-01-02 17:23:00,7.88,normal,2026-01-02 20:00:00
106,46,2026-01-02,2026-01-02 09:25:00,2026-01-02 16:10:00,6.74,late,2026-01-02 20:00:00
107,47,2026-01-02,2026-01-02 09:42:00,2026-01-02 17:46:00,8.07,normal,2026-01-02 20:00:00
108,48,2026-01-02,2026-01-02 09:33:00,2026-01-02 18:21:00,8.81,normal,2026-01-02 20:00:00
109,49,2026-01-02,2026-01-02 09:29:00,2026-01-02 17:51:00,8.37,normal,2026-01-02 20:00:00
110,50,2026-01-02,2026-01-02 09:06:00,2026-01-02 20:10:00,11.07,overtime,2026-01-02 20:00:00
111,51,2026-01-02,2026-01-02 09:01:00,2026-01-02 17:34:00,8.56,normal,2026-01-02 20:00:00
112,52,2026-01-02,2026-01-02 09:16:00,2026-01-02 17:07:00,7.86,normal,2026-01-02 20:00:00
113,53,2026-01-02,2026-01-02 09:26:00,2026-01-02 17:34:00,8.13,normal,2026-01-02 20:00:00
114,54,2026-01-02,2026-01-02 09:31:00,2026-01-02 18:11:00,8.66,normal,2026-01-02 20:00:00
115,55,2026-01-02,2026-01-02 09:20:00,2026-01-02 16:35:00,7.26,normal,2026-01-02 20:00:00
116,56,2026-01-02,2026-01-02 09:38:00,2026-01-02 18:26:00,8.8,normal,2026-01-02 20:00:00
117,57,2026-01-02,2026-01-02 09:23:00,2026-01-02 18:08:00,8.74,normal,2026-01-02 20:00:00
118,58,2026-01-02,,,0,absent,2026-01-02 20:00:00
119,59,2026-01-02,2026-01-02 09:36:00,2026-01-02 16:37:00,7.01,normal,2026-01-02 20:00:00
120,60,2026-01-02,2026-01-02 09:36:00,2026-01-02 17:28:00,7.86,normal,2026-01-02 20:00:00
121,1,2026-01-05,2026-01-05 09:23:00,2026-01-05 18:08:00,8.75,normal,2026-01-05 20:00:00
122,2,2026-01-05,2026-01-05 09:14:00,2026-01-05 17:06:00,7.86,normal,2026-01-05 20:00:00
123,3,2026-01-05,2026-01-05 09:17:00,2026-01-05 16:57:00,7.66,normal,2026-01-05 20:00:00
124,4,2026-01-05,2026-01-05 09:34:00,2026-01-05 18:08:00,8.57,normal,2026-01-05 20:00:00
125,5,2026-01-05,2026-01-05 09:10:00,2026-01-05 18:00:00,8.83,normal,2026-01-05 20:00:00
126,6,2026-01-05,2026-01-05 09:06:00,2026-01-05 17:28:00,8.36,normal,2026-01-05 20:00:00
127,7,2026-01-05,2026-01-05 09:26:00,2026-01-05 17:42:00,8.26,normal,2026-01-05 20:00:00
128,8,2026-01-05,2026-01-05 09:33:00,2026-01-05 17:03:00,7.49,normal,2026-01-05 20:00:00
129,9,2026-01-05,2026-01-05 09:18:00,2026-01-05 17:03:00,7.75,normal,2026-01-05 20:00:00
130,10,2026-01-05,2026-01-05 09:04:00,2026-01-05 20:29:00,11.41,overtime,2026-01-05 20:00:00
131,11,2026-01-05,2026-01-05 09:44:00,2026-01-05 19:04:00,9.33,overtime,2026-01-05 20:00:00
132,12,2026-01-05,2026-01-05 09:08:00,2026-01-05 18:00:00,8.86,normal,2026-01-05 20:00:00
133,13,2026-01-05,2026-01-05 09:32:00,2026-01-05 18:15:00,8.71,normal,2026-01-05 20:00:00
134,14,2026-01-05,,,0,absent,2026-01-05 20:00:00
135,15,2026-01-05,2026-01-05 09:39:00,2026-01-05 16:56:00,7.28,normal,2026-01-05 20:00:00
136,16,2026-01-05,2026-01-05 09:23:00,2026-01-05 18:17:00,8.9,normal,2026-01-05 20:00:00
137,17,2026-01-05,2026-01-05 09:34:00,2026-01-05 18:02:00,8.47,normal,2026-01-05 20:00:00
138,18,2026-01-05,2026-01-05 09:36:00,2026-01-05 18:18:00,8.7,normal,2026-01-05 20:00:00
139,19,2026-01-05,2026-01-05 09:09:00,2026-01-05 18:59:00,9.83,overtime,2026-01-05 20:00:00
140,20,2026-01-05,2026-01-05 09:40:00,2026-01-05 17:37:00,7.95,normal,2026-01-05 20:00:00
141,21,2026-01-05,2026-01-05 09:44:00,2026-01-05 18:16:00,8.53,normal,2026-01-05 20:00:00
142,22,2026-01-05,2026-01-05 09:34:00,2026-01-05 17:43:00,8.15,normal,2026-01-05 20:00:00
143,23,2026-01-05,2026-01-05 09:07:00,2026-01-05 15:51:00,6.73,late,2026-01-05 20:00:00
144,24,2026-01-05,2026-01-05 09:06:00,2026-01-05 17:10:00,8.06,normal,2026-01-05 20:00:00
145,25,2026-01-05,2026-01-05 09:20:00,2026-01-05 19:18:00,9.97,overtime,2026-01-05 20:00:00
146,26,2026-01-05,2026-01-05 09:34:00,2026-01-05 16:37:00,7.05,normal,2026-01-05 20:00:00
147,27,2026-01-05,2026-01-05 09:09:00,2026-01-05 16:20:00,7.19,normal,2026-01-05 20:00:00
148,28,2026-01-05,2026-01-05 09:34:00,2026-01-05 17:24:00,7.84,normal,2026-01-05 20:00:00
149,29,2026-01-05,2026-01-05 09:35:00,2026-01-05 18:32:00,8.95,normal,2026-01-05 20:00:00
150,30,2026-01-05,2026-01-05 09:06:00,2026-01-05 16:10:00,7.06,normal,2026-01-05 20:00:00
151,31,2026-01-05,2026-01-05 09:43:00,2026-01-05 20:36:00,10.88,overtime,2026-01-05 20:00:00
152,32,2026-01-05,2026-01-05 09:39:00,2026-01-05 16:12:00,6.55,late,2026-01-05 20:00:00
153,33,2026-01-05,2026-01-05 09:10:00,2026-01-05 17:52:00,8.7,normal,2026-01-05 20:00:00
154,34,2026-01-05,2026-01-05 09:13:00,2026-01-05 16:19:00,7.1,normal,2026-01-05 20:00:00
155,35,2026-01-05,2026-01-05 09:44:00,2026-01-05 15:21:00,5.62,late,2026-01-05 20:00:00
156,36,2026-01-05,2026-01-05 09:26:00,2026-01-05 18:17:00,8.86,normal,2026-01-05 20:00:00
157,37,2026-01-05,2026-01-05 09:15:00,2026-01-05 20:08:00,10.88,overtime,2026-01-05 20:00:00
158,38,2026-01-05,2026-01-05 09:12:00,2026-01-05 17:27:00,8.25,normal,2026-01-05 20:00:00
159,39,2026-01-05,2026-01-05 09:18:00,2026-01-05 18:16:00,8.96,normal,2026-01-05 20:00:00
160,40,2026-01-05,2026-01-05 09:19:00,2026-01-05 17:33:00,8.24,normal,2026-01-05 20:00:00
161,41,2026-01-05,2026-01-05 09:24:00,2026-01-05 17:16:00,7.86,normal,2026-01-05 20:00:00
162,42,2026-01-05,2026-01-05 09:01:00,2026-01-05 17:29:00,8.47,normal,2026-01-05 20:00:00
163,43,2026-01-05,2026-01-05 09:19:00,2026-01-05 17:18:00,7.98,normal,2026-01-05 20:00:00
164,44,2026-01-05,2026-01-05 09:26:00,2026-01-05 18:02:00,8.6,normal,2026-01-05 20:00:00
165,45,2026-01-05,2026-01-05 09:30:00,2026-01-05 17:31:00,8.01,normal,2026-01-05 20:00:00
166,46,2026-01-05,,,0,absent,2026-01-05 20:00:00
167,47,2026-01-05,2026-01-05 09:04:00,2026-01-05 16:10:00,7.1,normal,2026-01-05 20:00:00
168,48,2026-01-05,2026-01-05 09:02:00,2026-01-05 17:58:00,8.93,normal,2026-01-05 20:00:00
169,49,2026-01-05,2026-01-05 09:25:00,2026-01-05 16:51:00,7.44,late,2026-01-05 20:00:00
170,50,2026-01-05,2026-01-05 09:38:00,2026-01-05 17:15:00,7.61,normal,2026-01-05 20:00:00
171,51,2026-01-05,2026-01-05 09:01:00,2026-01-05 18:32:00,9.52,overtime,2026-01-05 20:00:00
172,52,2026-01-05,2026-01-05 09:28:00,2026-01-05 16:53:00,7.42,normal,2026-01-05 20:00:00
173,53,2026-01-05,2026-01-05 09:09:00,2026-01-05 16:43:00,7.57,normal,2026-01-05 20:00:00
174,54,2026-01-05,2026-01-05 09:32:00,2026-01-05 17:56:00,8.39,normal,2026-01-05 20:00:00
175,55,2026-01-05,2026-01-05 09:28:00,2026-01-05 18:07:00,8.65,normal,2026-01-05 20:00:00
176,56,2026-01-05,2026-01-05 09:32:00,2026-01-05 17:28:00,7.94,normal,2026-01-05 20:00:00
177,57,2026-01-05,2026-01-05 09:10:00,2026-01-05 16:23:00,7.22,late,2026-01-05 20:00:00
178,58,2026-01-05,2026-01-05 09:29:00,2026-01-05 17:25:00,7.93,normal,2026-01-05 20:00:00
179,59,2026-01-05,2026-01-05 09:05:00,2026-01-05 17:26:00,8.34,normal,2026-01-05 20:00:00
180,60,2026-01-05,2026-01-05 09:34:00,2026-01-05 18:11:00,8.61,normal,2026-01-05 20:00:00
181,1,2026-01-06,2026-01-06 09:16:00,2026-01-06 16:45:00,7.49,normal,2026-01-06 20:00:00
182,2,2026-01-06,2026-01-06 09:01:00,2026-01-06 16:26:00,7.41,late,2026-01-06 20:00:00
183,3,2026-01-06,2026-01-06 09:03:00,2026-01-06 17:56:00,8.89,normal,2026-01-06 20:00:00
184,4,2026-01-06,2026-01-06 09:15:00,2026-01-06 18:00:00,8.75,normal,2026-01-06 20:00:00
185,5,2026-01-06,2026-01-06 09:18:00,2026-01-06 17:11:00,7.89,normal,2026-01-06 20:00:00
186,6,2026-01-06,2026-01-06 09:43:00,2026-01-06 18:13:00,8.49,normal,2026-01-06 20:00:00
187,7,2026-01-06,2026-01-06 09:13:00,2026-01-06 17:35:00,8.37,normal,2026-01-06 20:00:00
188,8,2026-01-06,2026-01-06 09:07:00,2026-01-06 17:21:00,8.23,normal,2026-01-06 20:00:00
189,9,2026-01-06,2026-01-06 09:18:00,2026-01-06 20:34:00,11.27,overtime,2026-01-06 20:00:00
190,10,2026-01-06,2026-01-06 09:27:00,2026-01-06 18:24:00,8.95,normal,2026-01-06 20:00:00
191,11,2026-01-06,2026-01-06 09:24:00,2026-01-06 16:09:00,6.75,late,2026-01-06 20:00:00
192,12,2026-01-06,2026-01-06 09:25:00,2026-01-06 17:15:00,7.83,normal,2026-01-06 20:00:00
193,13,2026-01-06,2026-01-06 09:09:00,2026-01-06 17:33:00,8.41,normal,2026-01-06 20:00:00
194,14,2026-01-06,2026-01-06 09:41:00,2026-01-06 17:16:00,7.59,normal,2026-01-06 20:00:00
195,15,2026-01-06,2026-01-06 09:22:00,2026-01-06 16:46:00,7.4,normal,2026-01-06 20:00:00
196,16,2026-01-06,2026-01-06 09:12:00,2026-01-06 17:52:00,8.66,normal,2026-01-06 20:00:00
197,17,2026-01-06,2026-01-06 09:25:00,2026-01-06 15:37:00,6.2,late,2026-01-06 20:00:00
198,18,2026-01-06,2026-01-06 09:11:00,2026-01-06 16:58:00,7.78,normal,2026-01-06 20:00:00
199,19,2026-01-06,2026-01-06 09:01:00,2026-01-06 17:37:00,8.6,normal,2026-01-06 20:00:00
200,20,2026-01-06,2026-01-06 09:30:00,2026-01-06 16:41:00,7.18,normal,2026-01-06 20:00:00
201,21,2026-01-06,2026-01-06 09:13:00,2026-01-06 16:19:00,7.09,normal,2026-01-06 20:00:00
202,22,2026-01-06,2026-01-06 09:22:00,2026-01-06 16:25:00,7.05,normal,2026-01-06 20:00:00
203,23,2026-01-06,2026-01-06 09:13:00,2026-01-06 17:08:00,7.92,normal,2026-01-06 20:00:00
204,24,2026-01-06,2026-01-06 09:33:00,2026-01-06 17:31:00,7.97,normal,2026-01-06 20:00:00
205,25,2026-01-06,2026-01-06 09:14:00,2026-01-06 17:25:00,8.18,normal,2026-01-06 20:00:00
206,26,2026-01-06,2026-01-06 09:39:00,2026-01-06 18:27:00,8.81,normal,2026-01-06 20:00:00
207,27,2026-01-06,2026-01-06 09:17:00,2026-01-06 15:43:00,6.44,late,2026-01-06 20:00:00
208,28,2026-01-06,2026-01-06 09:40:00,2026-01-06 18:24:00,8.74,normal,2026-01-06 20:00:00
209,29,2026-01-06,2026-01-06 09:13:00,2026-01-06 16:41:00,7.46,normal,2026-01-06 20:00:00
210,30,2026-01-06,2026-01-06 09:36:00,2026-01-06 16:58:00,7.37,normal,2026-01-06 20:00:00
211,31,2026-01-06,2026-01-06 09:22:00,2026-01-06 18:06:00,8.74,normal,2026-01-06 20:00:00
212,32,2026-01-06,2026-01-06 09:41:00,2026-01-06 17:37:00,7.93,normal,2026-01-06 20:00:00
213,33,2026-01-06,2026-01-06 09:08:00,2026-01-06 17:25:00,8.28,normal,2026-01-06 20:00:00
214,34,2026-01-06,,,0,absent,2026-01-06 20:00:00
215,35,2026-01-06,2026-01-06 09:00:00,2026-01-06 16:58:00,7.97,normal,2026-01-06 20:00:00
216,36,2026-01-06,2026-01-06 09:10:00,2026-01-06 16:19:00,7.16,normal,2026-01-06 20:00:00
217,37,2026-01-06,2026-01-06 09:35:00,2026-01-06 17:15:00,7.67,normal,2026-01-06 20:00:00
218,38,2026-01-06,2026-01-06 09:10:00,2026-01-06 16:42:00,7.54,normal,2026-01-06 20:00:00
219,39,2026-01-06,2026-01-06 09:33:00,2026-01-06 18:32:00,8.98,normal,2026-01-06 20:00:00
220,40,2026-01-06,2026-01-06 09:23:00,2026-01-06 19:20:00,9.94,overtime,2026-01-06 20:00:00
221,41,2026-01-06,2026-01-06 09:20:00,2026-01-06 16:35:00,7.26,normal,2026-01-06 20:00:00
222,42,2026-01-06,2026-01-06 09:09:00,2026-01-06 17:12:00,8.05,normal,2026-01-06 20:00:00
223,43,2026-01-06,2026-01-06 09:10:00,2026-01-06 16:59:00,7.81,normal,2026-01-06 20:00:00
224,44,2026-01-06,2026-01-06 09:00:00,2026-01-06 17:16:00,8.27,normal,2026-01-06 20:00:00
225,45,2026-01-06,2026-01-06 09:08:00,2026-01-06 16:13:00,7.08,normal,2026-01-06 20:00:00
226,46,2026-01-06,2026-01-06 09:00:00,2026-01-06 16:55:00,7.91,normal,2026-01-06 20:00:00
227,47,2026-01-06,2026-01-06 09:37:00,2026-01-06 17:35:00,7.97,normal,2026-01-06 20:00:00
228,48,2026-01-06,2026-01-06 09:11:00,2026-01-06 16:25:00,7.23,normal,2026-01-06 20:00:00
229,49,2026-01-06,2026-01-06 09:18:00,2026-01-06 17:13:00,7.92,normal,2026-01-06 20:00:00
230,50,2026-01-06,2026-01-06 09:02:00,2026-01-06 14:45:00,5.71,late,2026-01-06 20:00:00
231,51,2026-01-06,2026-01-06 09:05:00,2026-01-06 19:22:00,10.29,overtime,2026-01-06 20:00:00
232,52,2026-01-06,,,0,absent,2026-01-06 20:00:00
233,53,2026-01-06,2026-01-06 09:02:00,2026-01-06 16:39:00,7.61,normal,2026-01-06 20:00:00
234,54,2026-01-06,2026-01-06 09:21:00,2026-01-06 17:13:00,7.86,normal,2026-01-06 20:00:00
235,55,2026-01-06,2026-01-06 09:09:00,2026-01-06 17:21:00,8.2,normal,2026-01-06 20:00:00
236,56,2026-01-06,2026-01-06 09:04:00,2026-01-06 17:51:00,8.78,normal,2026-01-06 20:00:00
237,57,2026-01-06,2026-01-06 09:40:00,2026-01-06 17:23:00,7.72,normal,2026-01-06 20:00:00
238,58,2026-01-06,2026-01-06 09:04:00,2026-01-06 17:52:00,8.8,normal,2026-01-06 20:00:00
239,59,2026-01-06,,,0,absent,2026-01-06 20:00:00
240,60,2026-01-06,2026-01-06 09:20:00,2026-01-06 18:07:00,8.79,normal,2026-01-06 20:00:00
241,1,2026-01-07,2026-01-07 09:06:00,2026-01-07 18:45:00,9.65,overtime,2026-01-07 20:00:00
242,2,2026-01-07,2026-01-07 09:26:00,2026-01-07 16:37:00,7.19,normal,2026-01-07 20:00:00
243,3,2026-01-07,2026-01-07 09:37:00,2026-01-07 21:03:00,11.43,overtime,2026-01-07 20:00:00
244,4,2026-01-07,2026-01-07 09:37:00,2026-01-07 17:04:00,7.45,normal,2026-01-07 20:00:00
245,5,2026-01-07,2026-01-07 09:41:00,2026-01-07 16:56:00,7.26,late,2026-01-07 20:00:00
246,6,2026-01-07,2026-01-07 09:44:00,2026-01-07 17:17:00,7.55,normal,2026-01-07 20:00:00
247,7,2026-01-07,2026-01-07 09:16:00,2026-01-07 17:12:00,7.94,normal,2026-01-07 20:00:00
248,8,2026-01-07,2026-01-07 09:41:00,2026-01-07 18:38:00,8.95,normal,2026-01-07 20:00:00
