id,project_id,title,meeting_date,duration_minutes,summary,created_at
94,8,任务协同分析平台第94次项目会议,2026-06-16 11:15:00,120,讨论任务协同分析平台当前进展、风险和下一步任务安排。,2026-06-16 11:15:00
95,3,智能考勤分析系统第95次项目会议,2026-01-24 12:30:00,45,讨论智能考勤分析系统当前进展、风险和下一步任务安排。,2026-01-24 12:30:00
96,10,实时消息推送平台第96次项目会议,2026-03-13 10:45:00,60,讨论实时消息推送平台当前进展、风险和下一步任务安排。,2026-03-13 10:45:00
97,4,项目进度管理平台第97次项目会议,2026-01-28 11:45:00,30,讨论项目进度管理平台当前进展、风险和下一步任务安排。,2026-01-28 11:45:00
98,7,实验室资源调度系统第98次项目会议,2026-04-05 10:30:00,90,讨论实验室资源调度系统当前进展、风险和下一步任务安排。,2026-04-05 10:30:00
99,4,项目进度管理平台第99次项目会议,2026-02-11 15:30:00,45,讨论项目进度管理平台当前进展、风险和下一步任务安排。,2026-02-11 15:30:00
100,4,项目进度管理平台第100次项目会议,2026-01-09 10:45:00,90,讨论项目进度管理平台当前进展、风险和下一步任务安排。,2026-01-09 10:45:00
101,8,任务协同分析平台第101次项目会议,2026-03-26 11:00:00,90,讨论任务协同分析平台当前进展、风险和下一步任务安排。,2026-03-26 11:00:00
102,6,数据质量监控平台第102次项目会议,2026-01-05 12:00:00,90,讨论数据质量监控平台当前进展、风险和下一步任务安排。,2026-01-05 12:00:00
103,5,会议纪要结构化系统第103次项目会议,2026-03-29 14:15:00,120,讨论会议纪要结构化系统当前进展、风险和下一步任务安排。,2026-03-29 14:15:00
104,5,会议纪要结构化系统第104次项目会议,2026-03-02 13:30:00,120,讨论会议纪要结构化系统当前进展、风险和下一步任务安排。,2026-03-02 13:30:00
105,7,实验室资源调度系统第105次项目会议,2026-03-31 09:00:00,120,讨论实验室资源调度系统当前进展、风险和下一步任务安排。,2026-03-31 09:00:00
106,3,智能考勤分析系统第106次项目会议,2026-01-20 11:30:00,30,讨论智能考勤分析系统当前进展、风险和下一步任务安排。,2026-01-20 11:30:00
107,2,设备使用监控系统第107次项目会议,2026-01-31 12:00:00,30,讨论设备使用监控系统当前进展、风险和下一步任务安排。,2026-01-31 12:00:00
108,4,项目进度管理平台第108次项目会议,2026-04-25 10:15:00,45,讨论项目进度管理平台当前进展、风险和下一步任务安排。,2026-04-25 10:15:00
109,9,知识库问答系统第109次项目会议,2026-05-13 10:00:00,90,讨论知识库问答系统当前进展、风险和下一步任务安排。,2026-05-13 10:00:00
110,11,用户行为分析系统第110次项目会议,2026-05-04 13:45:00,45,讨论用户行为分析系统当前进展、风险和下一步任务安排。,2026-05-04 13:45:00
111,10,实时消息推送平台第111次项目会议,2026-04-23 11:00:00,90,讨论实时消息推送平台当前进展、风险和下一步任务安排。,2026-04-23 11:00:00
112,6,数据质量监控平台第112次项目会议,2026-01-14 12:00:00,30,讨论数据质量监控平台当前进展、风险和下一步任务安排。,2026-01-14 12:00:00
113,11,用户行为分析系统第113次项目会议,2026-05-27 11:00:00,90,讨论用户行为分析系统当前进展、风险和下一步任务安排。,2026-05-27 11:00:00
114,5,会议纪要结构化系统第114次项目会议,2026-02-28 12:30:00,45,讨论会议纪要结构化系统当前进展、风险和下一步任务安排。,2026-02-28 12:30:00
115,8,任务协同分析平台第115次项目会议,2026-05-29 12:30:00,45,讨论任务协同分析平台当前进展、风险和下一步任务安排。,2026-05-29 12:30:00
116,1,科研工效分析平台第116次项目会议,2025-12-01 11:15:00,45,讨论科研工效分析平台当前进展、风险和下一步任务安排。,2025-12-01 11:15:00
117,10,实时消息推送平台第117次项目会议,2026-03-23 15:30:00,90,讨论实时消息推送平台当前进展、风险和下一步任务安排。,2026-03-23 15:30:00
118,12,数据查询 Agent 平台第118次项目会议,2026-04-16 10:15:00,45,讨论数据查询 Agent 平台当前进展、风险和下一步任务安排。,2026-04-16 10:15:00
119,5,会议纪要结构化系统第119次项目会议,2026-04-09 12:15:00,120,讨论会议纪要结构化系统当前进展、风险和下一步任务安排。,2026-04-09 12:15:00
120,12,数据查询 Agent 平台第120次项目会议,2026-07-06 13:15:00,30,讨论数据查询 Agent 平台当前进展、风险和下一步任务安排。,2026-07-06 13:15:00
121,7,实验室资源调度系统第121次项目会议,2026-04-01 16:00:00,120,讨论实验室资源调度系统当前进展、风险和下一步任务安排。,2026-04-01 16:00:00
122,4,项目进度管理平台第122次项目会议,2026-01-31 14:30:00,30,讨论项目进度管理平台当前进展、风险和下一步任务安排。,2026-01-31 14:30:00
123,7,实验室资源调度系统第123次项目会议,2026-04-23 12:45:00,60,讨论实验室资源调度系统当前进展、风险和下一步任务安排。,2026-04-23 12:45:00
124,6,数据质量监控平台第124次项目会议,2026-01-23 10:00:00,45,讨论数据质量监控平台当前进展、风险和下一步任务安排。,2026-01-23 10:00:00
125,8,任务协同分析平台第125次项目会议,2026-05-20 10:45:00,120,讨论任务协同分析平台当前进展、风险和下一步任务安排。,2026-05-20 10:45:00
126,8,任务协同分析平台第126次项目会议,2026-02-12 10:45:00,45,讨论任务协同分析平台当前进展、风险和下一步任务安排。,2026-02-12 10:45:00
127,12,数据查询 Agent 平台第127次项目会议,2026-05-28 15:00:00,90,讨论数据查询 Agent 平台当前进展、风险和下一步任务安排。,2026-05-28 15:00:00
128,2,设备使用监控系统第128次项目会议,2026-01-19 13:45:00,60,讨论设备使用监控系统当前进展、风险和下一步任务安排。,2026-01-19 13:45:00
129,12,数据查询 Agent 平台第129次项目会议,2026-04-17 09:45:00,30,讨论数据查询 Agent 平台当前进展、风险和下一步任务安排。,2026-04-17 09:45:00
130,10,实时消息推送平台第130次项目会议,2026-04-16 11:15:00,45,讨论实时消息推送平台当前进展、风险和下一步任务安排。,2026-04-16 11:15:00
131,10,实时消息推送平台第131次项目会议,2026-05-25 13:00:00,30,讨论实时消息推送平台当前进展、风险和下一步任务安排。,2026-05-25 13:00:00
132,1,科研工效分析平台第132次项目会议,2026-01-14 13:15:00,30,讨论科研工效分析平台当前进展、风险和下一步任务安排。,2026-01-14 13:15:00
133,7,实验室资源调度系统第133次项目会议,2026-03-05 09:30:00,30,讨论实验室资源调度系统当前进展、风险和下一步任务安排。,2026-03-05 09:30:00
134,8,任务协同分析平台第134次项目会议,2026-03-14 14:30:00,45,讨论任务协同分析平台当前进展、风险和下一步任务安排。,2026-03-14 14:30:00
135,3,智能考勤分析系统第135次项目会议,2026-02-10 13:00:00,90,讨论智能考勤分析系统当前进展、风险和下一步任务安排。,2026-02-10 13:00:00
136,8,任务协同分析平台第136次项目会议,2026-02-11 16:45:00,120,讨论任务协同分析平台当前进展、风险和下一步任务安排。,2026-02-11 16:45:00
137,4,项目进度管理平台第137次项目会议,2026-04-18 14:15:00,45,讨论项目进度管理平台当前进展、风险和下一步任务安排。,2026-04-18 14:15:00
138,4,项目进度管理平台第138次项目会议,2026-03-26 12:30:00,30,讨论项目进度管理平台当前进展、风险和下一步任务安排。,2026-03-26 12:30:00
139,9,知识库问答系统第139次项目会议,2026-03-10 14:30:00,120,讨论知识库问答系统当前进展、风险和下一步任务安排。,2026-03-10 14:30:00
140,1,科研工效分析平台第140次项目会议,2026-02-24 10:15:00,60,讨论科研工效分析平台当前进展、风险和下一步任务安排。,2026-02-24 10:15:00
141,11,用户行为分析系统第141次项目会议,2026-06-21 13:30:00,30,讨论用户行为分析系统当前进展、风险和下一步任务安排。,2026-06-21 13:30:00
142,8,任务协同分析平台第142次项目会议,2026-02-27 12:00:00,30,讨论任务协同分析平台当前进展、风险和下一步任务安排。,2026-02-27 12:00:00
143,9,知识库问答系统第143次项目会议,2026-02-06 14:15:00,30,讨论知识库问答系统当前进展、风险和下一步任务安排。,2026-02-06 14:15:00
144,11,用户行为分析系统第144次项目会议,2026-03-08 09:15:00,30,讨论用户行为分析系统当前进展、风险和下一步任务安排。,2026-03-08 09:15:00
145,7,实验室资源调度系统第145次项目会议,2026-03-31 09:45:00,30,讨论实验室资源调度系统当前进展、风险和下一步任务安排。,2026-03-31 09:45:00
146,1,科研工效分析平台第146次项目会议,2025-12-21 12:00:00,120,讨论科研工效分析平台当前进展、风险和下一步任务安排。,2025-12-21 12:00:00
147,4,项目进度管理平台第147次项目会议,2026-04-05 10:00:00,90,讨论项目进度管理平台当前进展、风险和下一步任务安排。,2026-04-05 10:00:00
148,9,知识库问答系统第148次项目会议,2026-02-10 15:15:00,45,讨论知识库问答系统当前进展、风险和下一步任务安排。,2026-02-10 15:15:00
149,1,科研工效分析平台第149次项目会议,2026-02-24 11:45:00,90,讨论科研工效分析平台当前进展、风险和下一步任务安排。,2026-02-24 11:45:00
150,12,数据查询 Agent 平台第150次项目会议,2026-08-01 13:15:00,120,讨论数据查询 Agent 平台当前进展、风险和下一步任务安排。,2026-08-01 13:15:00
151,11,用户行为分析系统第151次项目会议,2026-07-02 12:15:00,120,讨论用户行为分析系统当前进展、风险和下一步任务安排。,2026-07-02 12:15:00
152,3,智能考勤分析系统第152次项目会议,2026-01-06 16:15:00,30,讨论智能考勤分析系统当前进展、风险和下一步任务安排。,2026-01-06 16:15:00
153,6,数据质量监控平台第153次项目会议,2026-04-09 15:15:00,90,讨论数据质量监控平台当前进展、风险和下一步任务安排。,2026-04-09 15:15:00
154,8,任务协同分析平台第154次项目会议,2026-04-17 16:45:00,45,讨论任务协同分析平台当前进展、风险和下一步任务安排。,2026-04-17 16:45:00
155,12,数据查询 Agent 平台第155次项目会议,2026-05-10 15:30:00,45,讨论数据查询 Agent 平台当前进展、风险和下一步任务安排。,2026-05-10 15:30:00
156,8,任务协同分析平台第156次项目会议,2026-05-24 16:30:00,30,讨论任务协同分析平台当前进展、风险和下一步任务安排。,2026-05-24 16:30:00
157,9,知识库问答系统第157次项目会议,2026-05-07 13:00:00,90,讨论知识库问答系统当前进展、风险和下一步任务安排。,2026-05-07 13:00:00
158,8,任务协同分析平台第158次项目会议,2026-04-29 16:15:00,60,讨论任务协同分析平台当前进展、风险和下一步任务安排。,2026-04-29 16:15:00
159,12,数据查询 Agent 平台第159次项目会议,2026-03-23 10:30:00,90,讨论数据查询 Agent 平台当前进展、风险和下一步任务安排。,2026-03-23 10:30:00
160,4,项目进度管理平台第160次项目会议,2026-02-27 09:45:00,60,讨论项目进度管理平台当前进展、风险和下一步任务安排。,2026-02-27 09:45:00
161,1,科研工效分析平台第161次项目会议,2026-03-12 09:45:00,120,讨论科研工效分析平台当前进展、风险和下一步任务安排。,2026-03-12 09:45:00
162,8,任务协同分析平台第162次项目会议,2026-04-29 11:45:00,60,讨论任务协同分析平台当前进展、风险和下一步任务安排。,2026-04-29 11:45:00
163,5,会议纪要结构化系统第163次项目会议,2026-04-30 10:45:00,30,讨论会议纪要结构化系统当前进展、风险和下一步任务安排。,2026-04-30 10:45:00
164,3,智能考勤分析系统第164次项目会议,2025-12-31 14:15:00,45,讨论智能考勤分析系统当前进展、风险和下一步任务安排。,2025-12-31 14:15:00
165,2,设备使用监控系统第165次项目会议,2025-12-24 11:00:00,30,讨论设备使用监控系统当前进展、风险和下一步任务安排。,2025-12-24 11:00:00
166,6,数据质量监控平台第166次项目会议,2026-04-11 12:15:00,120,讨论数据质量监控平台当前进展、风险和下一步任务安排。,2026-04-11 12:15:00
167,10,实时消息推送平台第167次项目会议,2026-04-19 16:00:00,60,讨论实时消息推送平台当前进展、风险和下一步任务安排。,2026-04-19 16:00:00
168,9,知识库问答系统第168次项目会议,2026-03-31 15:15:00,90,讨论知识库问答系统当前进展、风险和下一步任务安排。,2026-03-31 15:15:00
169,6,数据质量监控平台第169次项目会议,2026-03-25 13:15:00,90,讨论数据质量监控平台当前进展、风险和下一步任务安排。,2026-03-25 13:15:00
170,10,实时消息推送平台第170次项目会议,2026-02-17 10:15:00,45,讨论实时消息推送平台当前进展、风险和下一步任务安排。,2026-02-17 10:15:00
171,6,数据质量监控平台第171次项目会议,2026-04-25 11:45:00,30,讨论数据质量监控平台当前进展、风险和下一步任务安排。,2026-04-25 11:45:00
172,10,实时消息推送平台第172次项目会议,2026-06-18 16:30:00,120,讨论实时消息推送平台当前进展、风险和下一步任务安排。,2026-06-18 16:30:00
173,5,会议纪要结构化系统第173次项目会议,2025-12-31 16:15:00,120,讨论会议纪要结构化系统当前进展、风险和下一步任务安排。,2025-12-31 16:15:00
174,6,数据质量监控平台第174次项目会议,2026-03-26 11:00:00,30,讨论数据质量监控平台当前进展、风险和下一步任务安排。,2026-03-26 11:00:00
175,2,设备使用监控系统第175次项目会议,2026-03-25 11:45:00,60,讨论设备使用监控系统当前进展、风险和下一步任务安排。,2026-03-25 11:45:00
176,1,科研工效分析平台第176次项目会议,2026-01-19 12:45:00,30,讨论科研工效分析平台当前进展、风险和下一步任务安排。,2026-01-19 12:45:00
177,12,数据查询 Agent 平台第177次项目会议,2026-06-26 10:45:00,90,讨论数据查询 Agent 平台当前进展、风险和下一步任务安排。,2026-06-26 10:45:00
178,10,实时消息推送平台第178次项目会议,2026-04-19 13:00:00,60,讨论实时消息推送平台当前进展、风险和下一步任务安排。,2026-04-19 13:00:00
179,9,知识库问答系统第179次项目会议,2026-04-29 16:30:00,45,讨论知识库问答系统当前进展、风险和下一步任务安排。,2026-04-29 16:30:00
180,9,知识库问答系统第180次项目会议,2026-02-15 10:15:00,120,讨论知识库问答系统当前进展、风险和下一步任务安排。,2026-02-15 10:15:00
